UID	Name	Name_of_mapped_ID_in_Tax	Tax_Path_Names	URL	Mapped_ID_in_Tax	Tax_Level	Tax_Path_IDs	Keywords	Description	Date	Type 	Author	Last_Edit	Comments	Affiliation	Location	Driftie	Tags
1.7.1.1.100	The Path to Responsible Mining - Pt. 1	Mining	Industry;Minerals;Mining;Mining	https://climatedrift.substack.com/p/the-path-to-responsible-mining	1.7.1.1	4	1;1.7;1.7.1;1.7.1.1	minerals, mining, indigenous, communities, local,  first nations major projects coalition, FNMPC, first nations, GNA, battery recycling, water quality, mitigation, battery,  EVs, renewable energy,  CDR, initiative for responsible mining assurance, IRMA, albemarle, chile, lithium, cobalt, copper, nickel, Energy Transitions Commission, PwC, Supply chain, congo, Oak Flat Campground, Rio Tinto, KoBold Metal, volts, Zambia, deep sea mining	An Overview of Mining, outlines why mining is necessary and why responsible mining models are a must. Mining is necessary for the energy transition. Dependence on renewable energy and critical minerals will ultimately be better for the world and its people than our current fossil fuel economy, but it’s crucial to remember that as we expand mining, we must do so in a way that minimizes impacts. Battery manufacturing companies are critical in this. Responsible mineral acquisition can benefit companies by increasing their profit, adding security to their supply chain, and enhancing company reputation by preserving habitats, biodiversity, and community sovereignty. In Part Two of this series we will dive deeper into the largest solutions in mining as well as give some insights as to how to make sure you are sourcing minerals responsibly for your products. 	08/14/2024	CD Original Article	Samuel Weingast	07/10/2025	Need to maybe add a better taxonomy for this - lithium			NA	energy-storage, EVs, renewables, supply-chain, transportation, AI
1.7.1.1.101	The Path to Responsible Mining - Pt. 2	Mining	Industry;Minerals;Mining;Mining	https://www.climatedrift.com/p/the-path-to-responsible-mining-211	1.7.1.1	4	1;1.7;1.7.1;1.7.1.1	minerals, mining, indigenous, communities, local,  first nations major projects coalition, FNMPC, first nations, Stillwater Critical Minerals, montana, good neighbor agreement, GNA, battery recycling, water quality, mitigation, batteries,  Li-CycleRedwood Materials, EVs, congo, lithium, renewable energy, BHP, rio tinto, mckinsey, sustainable fules, boliden, MineSense, Intellisense.io, sustainability, London Metal Exchange, sodium ion, solid state, dry stack tailings, underground tailings storage, CDR, initiative for responsible mining assurance, IRMA, albemarle, chile, 	Diving deeper into how we can responsibly source the minerals needed for renewable energy technologies. Samuel will explore three major strategies to reduce the environmental and social impacts of mining, along with a few additional approaches that are gaining traction. Whether you’re a battery manufacturer or just curious about the future of sustainable mining, this is a must-read. Responsible mining is still a developing field, yet it holds significant potential for the future as demand for critical minerals grows. As demand for critical minerals increases, we will see more manufacturers and consumers demand responsible mining practices. Additionally, regulatory pressure on mining companies will increase. As technology advances, its integration into mining operations, both large and small, is expected to become more prevalent.  We must tread carefully as we navigate the energy transition. The global scale of mining is set to expand and it is crucial to go about this responsibly. The overall goal is to reduce the environmental impact of mining and enhance the benefits to local communities. Transitioning to renewable energy sources is expected to significantly reduce the amount of carbon emissions and required land use significantly. Every participant in the mineral extraction chain, especially those who purchase minerals, must commit to transparent and responsible practices. We have an opportunity in the 21st century to reshape the world in ways we want to see, rather than continuing a legacy of extraction and depletion. By adopting and advocating for responsible mining practices, we can help ensure a more sustainable and equitable future for all.	08/14/2024	CD Original Article	Samuel Weingast	07/10/2025	Need to maybe add a better taxonomy for this - lithium			NA	AI, energy-storage, EVs, renewables, water
1.7.1.1.102	We Need To Talk About Rocks	Mining	Industry;Minerals;Mining;Mining	https://www.climatedrift.com/p/we-need-to-talk-about-rocks	1.7.1.1	4	1;1.7;1.7.1;1.7.1.1	rocks, carbon mineralisation, carbon, co2, carbon dioxide, CDR, Ultramafic, Cella, company profiles,  vesta, lithos, undo, InPlanet, 4401, Solid Carbon,capture+storage, capture and storage, enhanced weathering, weathering, nickel, tailings storage facilities, TSF, tailings, surficial rocking, mining, surficial mineralization, DAC, Arca, Travertine 	Explaining Carbon Removal through Carbon Mineralisation. Today this explainer comes from our friends at Arca, a CDR venture from Vancouver, Canada, that is hell-bent on turning mine waste facilities into massive carbon dioxide sinks. Arca is backed by Lowercarbon Capital and the Grantham Foundation, working with some of the world’s largest miners on three continents, and recently sold hundreds tons of CO2 removal to Frontier. Sean Lowrie, who after spending decades mobilizing humanitarian aid has pivoted to mobilizing action for carbon removal, will discuss the basics of Arca’s chosen CDR approach – surficial mineralization – and the climate-restoring powers of rocks. Surficial mineralization is an emerging and exciting new CDR pathway.  By 2050 it will be part of humanity’s portfolio of solutions to the climate emergency.  And it is based on the humble rock.	10/19/23	CD Original Article	Sean Lowrie	07/10/2025				NA	carbon-removal, co2, AI, energy-storage
1.7.1.2.100	The Path to Responsible Mining - Pt. 1	Battery Metals	Industry;Minerals;Battery Metals;Battery Metals	https://climatedrift.substack.com/p/the-path-to-responsible-mining	1.7.1.2	4	1;1.7;1.7.1;1.7.1.2	minerals, mining, indigenous, communities, local,  first nations major projects coalition, FNMPC, first nations, GNA, battery recycling, water quality, mitigation, battery,  EVs, renewable energy,  CDR, initiative for responsible mining assurance, IRMA, albemarle, chile, lithium, cobalt, copper, nickel, Energy Transitions Commission, PwC, Supply chain, congo, Oak Flat Campground, Rio Tinto, KoBold Metal, volts, Zambia, deep sea mining	An Overview of Mining, outlines why mining is necessary and why responsible mining models are a must. Mining is necessary for the energy transition. Dependence on renewable energy and critical minerals will ultimately be better for the world and its people than our current fossil fuel economy, but it’s crucial to remember that as we expand mining, we must do so in a way that minimizes impacts. Battery manufacturing companies are critical in this. Responsible mineral acquisition can benefit companies by increasing their profit, adding security to their supply chain, and enhancing company reputation by preserving habitats, biodiversity, and community sovereignty. In Part Two of this series we will dive deeper into the largest solutions in mining as well as give some insights as to how to make sure you are sourcing minerals responsibly for your products. 	08/14/2024	CD Original Article	Samuel Weingast	07/10/2025	Need to maybe add a better taxonomy for this - lithium			NA	energy-storage, EVs, renewables, supply-chain, transportation, AI
1.7.1.2.101	The Path to Responsible Mining - Pt. 2	Battery Metals	Industry;Minerals;Battery Metals;Battery Metals	https://www.climatedrift.com/p/the-path-to-responsible-mining-211	1.7.1.2	4	1;1.7;1.7.1;1.7.1.2	minerals, mining, indigenous, communities, local,  first nations major projects coalition, FNMPC, first nations, Stillwater Critical Minerals, montana, good neighbor agreement, GNA, battery recycling, water quality, mitigation, batteries,  Li-CycleRedwood Materials, EVs, congo, lithium, renewable energy, BHP, rio tinto, mckinsey, sustainable fules, boliden, MineSense, Intellisense.io, sustainability, London Metal Exchange, sodium ion, solid state, dry stack tailings, underground tailings storage, CDR, initiative for responsible mining assurance, IRMA, albemarle, chile, 	Diving deeper into how we can responsibly source the minerals needed for renewable energy technologies. Samuel will explore three major strategies to reduce the environmental and social impacts of mining, along with a few additional approaches that are gaining traction. Whether you’re a battery manufacturer or just curious about the future of sustainable mining, this is a must-read. Responsible mining is still a developing field, yet it holds significant potential for the future as demand for critical minerals grows. As demand for critical minerals increases, we will see more manufacturers and consumers demand responsible mining practices. Additionally, regulatory pressure on mining companies will increase. As technology advances, its integration into mining operations, both large and small, is expected to become more prevalent.  We must tread carefully as we navigate the energy transition. The global scale of mining is set to expand and it is crucial to go about this responsibly. The overall goal is to reduce the environmental impact of mining and enhance the benefits to local communities. Transitioning to renewable energy sources is expected to significantly reduce the amount of carbon emissions and required land use significantly. Every participant in the mineral extraction chain, especially those who purchase minerals, must commit to transparent and responsible practices. We have an opportunity in the 21st century to reshape the world in ways we want to see, rather than continuing a legacy of extraction and depletion. By adopting and advocating for responsible mining practices, we can help ensure a more sustainable and equitable future for all.	08/14/2024	CD Original Article	Samuel Weingast	07/10/2025	Need to maybe add a better taxonomy for this - lithium			NA	AI, energy-storage, EVs, renewables, water
1.7.1.2.2.100	We Need To Talk About Rocks	Nickel	Industry;Minerals;Battery Metals;Nickel;Nickel	https://www.climatedrift.com/p/we-need-to-talk-about-rocks	1.7.1.2.2	5	1;1.7;1.7.1;1.7.1.2;1.7.1.2.2	rocks, carbon mineralisation, carbon, co2, carbon dioxide, CDR, Ultramafic, Cella, company profiles,  vesta, lithos, undo, InPlanet, 4401, Solid Carbon,capture+storage, capture and storage, enhanced weathering, weathering, nickel, tailings storage facilities, TSF, tailings, surficial rocking, mining, surficial mineralization, DAC, Arca, Travertine 	Explaining Carbon Removal through Carbon Mineralisation. Today this explainer comes from our friends at Arca, a CDR venture from Vancouver, Canada, that is hell-bent on turning mine waste facilities into massive carbon dioxide sinks. Arca is backed by Lowercarbon Capital and the Grantham Foundation, working with some of the world’s largest miners on three continents, and recently sold hundreds tons of CO2 removal to Frontier. Sean Lowrie, who after spending decades mobilizing humanitarian aid has pivoted to mobilizing action for carbon removal, will discuss the basics of Arca’s chosen CDR approach – surficial mineralization – and the climate-restoring powers of rocks. Surficial mineralization is an emerging and exciting new CDR pathway.  By 2050 it will be part of humanity’s portfolio of solutions to the climate emergency.  And it is based on the humble rock.	10/19/23	CD Original Article	Sean Lowrie	07/10/2025				NA	carbon-removal, co2, AI, energy-storage
1.7.1.2.3.100	Powering The Future	Direct Lithium Extraction	Industry;Minerals;Battery Metals;Direct Lithium Extraction;Direct Lithium Extraction	https://www.climatedrift.com/p/powering-the-future	1.7.1.2.3	5	1;1.7;1.7.1;1.7.1.2;1.7.1.2.3	batteries, lithium-ion, Lithium-iron phosphate, LFP, sodium-ion. EVs, battery energy storage, life cycle, recycling, refurbishing, supply chain, ewaste	Batteries are becoming a key player in the energy transition, with demand growing exponentially as various sectors adopt battery technology. This domino effect is driving down global fossil fuel demand, as highlighted in RMI’s recent report. From consumer electronics to electric vehicles, batteries are climbing S-curves of adoption, with sales doubling every two to three years. Battery prices have dropped 99% over the past 30 years, while energy density has improved fivefold. This has opened doors for batteries to be used in more applications, further accelerating their growth. The drivers of this change—falling costs, increasing policy support, and rising competition between economic blocs—will only strengthen in the coming years. Explore the evolving landscape of battery technologies, from lithium-ion dominance to the rise of LFP and sodium-ion batteries. Climate Drifter Harrison Tramposch dives deep into applications, investment needs, and the importance of onshoring for a sustainable future. Ready to find out which batteries are leading the charge?	08/24/2024	CD Original Article	Harrison Tramposch 	07/10/2025				NA	energy-storage, EVs, AI, supply-chain
1.7.1.2.3.101	The Battery Energy Storage System (BESS) Market in 2025	Direct Lithium Extraction	Industry;Minerals;Battery Metals;Direct Lithium Extraction;Direct Lithium Extraction	https://www.climatedrift.com/p/the-battery-energy-storage-system	1.7.1.2.3	5	1;1.7;1.7.1;1.7.1.2;1.7.1.2.3	battery energy storage systems, BESS, markets, ERCOT, renewable energy, grid stability, frequency regulation, capacity, peak load shaving, backup power, Transmission & distribution deferral, ancillary services, ramp rate, energy shifting, lithium-ion, LIB, sodium-ion, Na-ion, lithium, redox flow, metal-air, long duration energy storage, LDES, solid-state, lithium-sulfur, sodium-sulfur, lead-acid, nickel-cadmium, decarbonization, emmission redcutions, Tierra Climate, texas, scaling, supply chain	Today we're diving into the fast-growing, high-stakes world of battery energy storage systems (BESS). This market isn't just heating up; it's set to skyrocket from around $50 billion in 2024 to potentially $150 billion by 2030. But growth at this scale doesn't come without turbulence. Battery storage sits at the center of the energy transition, unlocking renewables, stabilizing grids, and creating opportunities for entrepreneurs and investors alike. Yet, there are big questions looming—from trade tensions and raw material volatility to safety and scalability concerns. In this piece, Michael will unpack the battery storage landscape, explore cutting-edge technologies shaping the future, and highlight the trends—and risks—that will define the industry's trajectory.	03/03/2025	CD Original Article	Micheal Applebaum	07/10/2025				NA	energy-storage, markets, supply-chain, AI
1.7.1.2.3.102	The Path to Responsible Mining - Pt. 2	Direct Lithium Extraction	Industry;Minerals;Battery Metals;Direct Lithium Extraction;Direct Lithium Extraction	https://www.climatedrift.com/p/the-path-to-responsible-mining-211	1.7.1.2.3	4	1;1.7;1.7.1;1.7.1.2;1.7.1.2.3	minerals, mining, indigenous, communities, local,  first nations major projects coalition, FNMPC, first nations, Stillwater Critical Minerals, montana, good neighbor agreement, GNA, battery recycling, water quality, mitigation, batteries,  Li-CycleRedwood Materials, EVs, congo, lithium, renewable energy, BHP, rio tinto, mckinsey, sustainable fules, boliden, MineSense, Intellisense.io, sustainability, London Metal Exchange, sodium ion, solid state, dry stack tailings, underground tailings storage, CDR, initiative for responsible mining assurance, IRMA, albemarle, chile, 	Diving deeper into how we can responsibly source the minerals needed for renewable energy technologies. Samuel will explore three major strategies to reduce the environmental and social impacts of mining, along with a few additional approaches that are gaining traction. Whether you’re a battery manufacturer or just curious about the future of sustainable mining, this is a must-read. Responsible mining is still a developing field, yet it holds significant potential for the future as demand for critical minerals grows. As demand for critical minerals increases, we will see more manufacturers and consumers demand responsible mining practices. Additionally, regulatory pressure on mining companies will increase. As technology advances, its integration into mining operations, both large and small, is expected to become more prevalent.  We must tread carefully as we navigate the energy transition. The global scale of mining is set to expand and it is crucial to go about this responsibly. The overall goal is to reduce the environmental impact of mining and enhance the benefits to local communities. Transitioning to renewable energy sources is expected to significantly reduce the amount of carbon emissions and required land use significantly. Every participant in the mineral extraction chain, especially those who purchase minerals, must commit to transparent and responsible practices. We have an opportunity in the 21st century to reshape the world in ways we want to see, rather than continuing a legacy of extraction and depletion. By adopting and advocating for responsible mining practices, we can help ensure a more sustainable and equitable future for all.	08/14/2024	CD Original Article	Samuel Weingast	07/10/2025	Need to maybe add a better taxonomy for this - lithium			NA	AI, energy-storage, EVs, renewables, water
1.7.2.100	Are there sustainable alternatives to Synthetic Rubber?	Materials	Industry;Materials;Materials	https://www.climatedrift.com/p/are-there-sustainable-alternatives	1.7.2	3	1;1.7;1.7.2	synthetic rubber, isoprene, CD original article, styrene, butadiene, isoprene, manufacturing, tires, transportation, sustainable, mycocycle, visolis, enso, synthos 	Diving into a crucial yet often overlooked topic in the climate space: synthetic rubber. From car tires to climbing shoes, it’s a material embedded in our everyday lives—but its environmental impact is massive. We’ll break down the basics of synthetic rubber production, examine its role in industries like transportation and outdoor recreation, and navigate the environmental trade-offs that come with it. Plus, we’ll spotlight emerging alternatives, from bio-based materials to recycling.	12/04/2024	CD Original Article	Zoei Benzon 	07/10/2025				NA	transportation, manufacturing, AI, industrial, EVs, recycling
1.7.2.101	Zoei Benzon	Materials	Industry;Materials;Materials	https://www.linkedin.com/in/zoeibenzon/	1.7.2	3	1;1.7;1.7.2	driftie, demand generation, field marketing, growth marketing, synthetic rubber	10+ years of experience specializing in demand generation, field marketing, and growth marketing. Key Impact Areas:  GTM & demand generation: Scaled revenue from $6M to $27.6M in a Series B-C organization by leading go-to market strategy, launching full-funnel integrated marketing campaigns, and optimizing marketing-sales ops for 300% pipeline growth.  Lifecycle marketing & customer engagement: 2x activation rates by launching product-led growth onboarding flows personalized by behavior and usage—fueling lifecycle growth and sales-led upsell for Enterprise clients. Brand and partnership marketing: Partnered with legal, finance, and compliance teams to secure industry partnerships, leading to a feature in Fast Company. Program management & field marketing: Managed 50+ annual events, scaling flagship branded conferences from 400 attendees in 2019 to 1,500 in 2022. Generating $1.4M in revenue from a single brand event. Outside of work, you’ll find me rock climbing, cycling, hiking, and leading Outdoor Color Crew, a Chicago-based affinity group that fosters connection and belonging in the outdoors.	05/26/2025	Person		07/10/2025				1	markets, EVs, funding, AI
1.7.4.3.100	How to use Toasters and Bricks to reduce 25% of global emissions Pt. 1	Energy & Heat	Industry;Software;Energy & Heat;Energy & Heat	https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa	1.7.4.3	4	1;1.7;1.7.4;1.7.4.3	rondo, CD original article, thermal storage, renewable, heat, industrial, industrial heat, renweable, battery, storage	Rondo, a company aiming to significantly reduce global emissions - how significantly? Their stated goal is reducing 1% of world emissions in a decade. But this is not where their ambition stops: in 15 years they want to reach 15%. So far they have dozens of pilots running and hundreds more in the pipeline. They raised more than $100 million, with their last round of $60 million this year coming from tier 1 climate funds: Breakthrough Energy Ventures, Energy Impact Partners, John Doerr and industrial leaders including Microsoft's Climate Innovation Fund, Rio Tinto, SABIC and Aramco Ventures. How do they want to do it? Combine a toaster with bricks, and decarbonize industrial heat. We are first looking at the problem of Industrial Heat	09/26/2023	CD Original Article	Skander Garroum	07/10/2025				NA	industrial, energy-storage, co2, funding
1.7.4.3.101	How to use Toasters and Bricks to reduce 25% of global emissions Pt. 2	Energy & Heat	Industry;Software;Energy & Heat;Energy & Heat	https://www.climatedrift.com/p/how-to-use-toasters-and-bricks-to-aaa	1.7.4.3	4	1;1.7;1.7.4;1.7.4.3	rondo, CD original article, thermal storage, renewable, heat, industrial, industrial heat, renweable, battery, storage	The Rondo Heat Battery delivers 24/7 zero-carbon, economical industrial heat, fueled by affordable renewable electricity. It supplies on-demand high-temperature heat as hot air, steam, or hot water, enabling customers to reduce operating costs while utilizing zero-carbon energy continuously.	09/26/2023	CD Original Article	Skander Garroum	07/10/2025				NA	energy-storage, industrial, water, AI
1.8.1.100	Hydrogen Explained Pt. 1 	Hydrogen	Fuels & Chemicals;Hydrogen;Hydrogen	https://www.climatedrift.com/p/hydrogen-explained-part-1	1.8.1	3	1;1.8	hydrogen, electric hydrogen, liquefaction, chemical storage, compressed gas tank, blue hydrogen, green hydrogen, gray hydrogen, plane fuel, transportation	Hydrogen is often portrayed as a Climate Solutions silver bullet, but many questions remain: How will it be produced, how will it be transported, what will its end uses be? It’s intriguing to consider how we can replicate the solar success story—transforming a once-costly technology into a scalable and cheap technology. With Hydrogen we have a chance to replicate this. Electric Hydrogen, one of climate tech’s first unicorns, is not just drawing inspiration from this playbook; they're rewriting it specifically for hydrogen. Hydrogen's scope is vast, and we aim to lay down the groundwork for understanding it: We will cover: Hydrogen: What is it?; How can it help with Decarbonisation; Current state of the market; Company Deep Dive: Electric Hydrogen.	11/03/2025	CD Original Article	Skander Garroum	07/10/2025				NA	hydro, energy-storage, transportation, AI
1.8.1.101	Skander Garroum	Hydrogen	Fuels & Chemicals;Hydrogen;Hydrogen	https://www.linkedin.com/in/skandergarroum/	1.8.1	3	1;1.8	climate drift, founder	Founder & Economist on a mission to demystify climate solutions. Serving bite-sized insights and in-depth explorations.	05/26/2025	Person		07/10/2025				1	
1.8.5.100	Are there sustainable alternatives to Synthetic Rubber?	High value chemicals	Fuels & Chemicals;High value chemicals;High value chemicals	https://www.climatedrift.com/p/are-there-sustainable-alternatives	1.8.5	3	1;1.8;1.8.5	synthetic rubber, isoprene, styrene, butadiene, isoprene, manufacturing, tires, transportation, sustainable, mycocycle, visolis, enso, synthos 	Diving into a crucial yet often overlooked topic in the climate space: synthetic rubber. From car tires to climbing shoes, it’s a material embedded in our everyday lives—but its environmental impact is massive. We’ll break down the basics of synthetic rubber production, examine its role in industries like transportation and outdoor recreation, and navigate the environmental trade-offs that come with it. Plus, we’ll spotlight emerging alternatives, from bio-based materials to recycling.	12/04/2024	CD Original Article	Zoei Benzon 	07/10/2025				NA	transportation, manufacturing, AI, industrial, EVs, recycling
1.8.5.101	Zoei Benzon	High value chemicals	Fuels & Chemicals;High value chemicals;High value chemicals	https://www.linkedin.com/in/zoeibenzon/	1.8.5	3	1;1.8;1.8.5	driftie, demand generation, field marketing, growth marketing, synthetic rubber	10+ years of experience specializing in demand generation, field marketing, and growth marketing. Key Impact Areas:  GTM & demand generation: Scaled revenue from $6M to $27.6M in a Series B-C organization by leading go-to market strategy, launching full-funnel integrated marketing campaigns, and optimizing marketing-sales ops for 300% pipeline growth.  Lifecycle marketing & customer engagement: 2x activation rates by launching product-led growth onboarding flows personalized by behavior and usage—fueling lifecycle growth and sales-led upsell for Enterprise clients. Brand and partnership marketing: Partnered with legal, finance, and compliance teams to secure industry partnerships, leading to a feature in Fast Company. Program management & field marketing: Managed 50+ annual events, scaling flagship branded conferences from 400 attendees in 2019 to 1,500 in 2022. Generating $1.4M in revenue from a single brand event. Outside of work, you’ll find me rock climbing, cycling, hiking, and leading Outdoor Color Crew, a Chicago-based affinity group that fosters connection and belonging in the outdoors.	05/26/2025	Person		07/10/2025				1	markets, EVs, funding, AI
1.9.1.2.100	A Look At Building Companies	Building Materials	Buildings;Construction;Building Materials;Building Materials	https://www.climatedrift.com/p/a-look-at-building-companies	1.9.1.2	4	1;1.9;1.9.1;1.9.1.2	The Drop conference, company profiles, building materials. building, insulation, energy control, heating, cooling, BlueHeart Energy, Free Heat, Legacy, Findable, Hyperion, Modulize, PropTech Denmark, A:gain, Revalu, Finch, Lumoview, Preoptima, Thermulon, Kapacity.io, Carno, Klara Byggsystem, sweden, denmark	A Look at Building Companies. Insulation plays a pivotal role in energy conservation, with inadequate insulation leading to increased energy use for heating and cooling. Energy control, through smart systems and designs, can optimize power consumption, mitigating emissions from electricity sources. Till next week we aim to explore startups across nine sectors: from Transportation yesterday , to Buildings today, to Power, Circular Economy, Food & Agriculture, Industry, Finance, Software and Carbon Removal. A Look at Building Companies Skander Garroum · August 30, 2023 Read full story In Part 3 it is time for the Circular Economy ♻️ A Look at the Circular Economy Skander Garroum · August 31, 2023 Read full story In Part 4 we look at Industry 🏗️ September 4, 2023 Read full story Let’s dive in Let’s first dive into the emissions connected to buildings From the great State of Climate Action Buildings and their associated systems are responsible for nearly 40% of global carbon dioxide emissions when both operational and embodied emissions are considered: Building Materials: Concrete and steel are particularly carbon-intensive. Energy Control: Buildings with smart systems and better design can use up to 50% less energy than buildings designed without energy efficiency in mind. BlueHeart Energy Blue Heart Energy is currently developing the first heat pump for residential use based on a Thermo Acoustic (TA) heat engine, a toxic-free, flexible and highly efficient solution. Legacy: Carbon Accounting for Real Estate Legacy, based in Copenhagen, is dedicated to simplifying sustainability for real estate owners by streamlining their data organization and collection. http://www.linkedin.com/company/hyperionrobotics Modulize Modulize, based in Oslo, Norway, creates web-based software solutions to promote sustainable building in the construction industry. http://www.proptechdk.dk http://www.linkedin.com/company/proptech-denmark A:gain A:gain, Copenhague based, offers upcycled building materials, addressing the construction industry's significant waste and carbon footprint. Catering to building owners, asset...	08/30/2025	CD Original Article	Skander Garroum 	07/10/2025				NA	buildings, AI, HVAC, circular-economy
1.9.1.4.100	Rebuilding for Resilience: How LA can rebuild and adapt in a climate disaster area	Building Code	Buildings;Construction;Building Code;Building Code	https://www.climatedrift.com/p/rebuilding-for-resilience-how-la	1.9.1.4	4	1;1.9;1.9.1;1.9.1.4	california, climate vulnerable areas, climate events cost, los angeles, municipal codes, wildefire, cal fire, national electri code, NEC, densification 	This week, we’re zooming in on Los Angeles, where devastating wildfires recently took out over 16,000+ homes and displaced 200,000+ residents. Here’s the question everyone’s asking: Should we even rebuild in areas that are practically guaranteed to burn again? The answer isn’t a simple yes or no. In fact, LA’s already got some pretty great tools to help future-proof homes: stricter building codes, better materials, and defensible space. The real problem? Balancing safety, affordability, and speed so people actually have places to live. So today we have Gillian break down the tools and tactics we already have at our disposal. From fire-resistant materials and smarter building codes to defensible spaces and software innovations that cut red tape, Gillian maps out how LA can rebuild safer, faster, and more affordably.	02/10/2025	CD Original Article	Gillian Wildfire	07/10/2025				NA	EVs, residential, buildings, research, materials
1.9.100	A Look At Building Companies	Buildings	Buildings;Buildings	https://www.climatedrift.com/p/a-look-at-building-companies	1.9	2	1;1.9	The Drop conference, company profiles, building materials. building, insulation, energy control, heating, cooling, BlueHeart Energy, Free Heat, Legacy, Findable, Hyperion, Modulize, PropTech Denmark, A:gain, Revalu, Finch, Lumoview, Preoptima, Thermulon, Kapacity.io, Carno, Klara Byggsystem, sweden, denmark	A Look at Building Companies. Insulation plays a pivotal role in energy conservation, with inadequate insulation leading to increased energy use for heating and cooling. Energy control, through smart systems and designs, can optimize power consumption, mitigating emissions from electricity sources. Till next week we aim to explore startups across nine sectors: from Transportation yesterday , to Buildings today, to Power, Circular Economy, Food & Agriculture, Industry, Finance, Software and Carbon Removal. A Look at Building Companies Skander Garroum · August 30, 2023 Read full story In Part 3 it is time for the Circular Economy ♻️ A Look at the Circular Economy Skander Garroum · August 31, 2023 Read full story In Part 4 we look at Industry 🏗️ September 4, 2023 Read full story Let’s dive in Let’s first dive into the emissions connected to buildings From the great State of Climate Action Buildings and their associated systems are responsible for nearly 40% of global carbon dioxide emissions when both operational and embodied emissions are considered: Building Materials: Concrete and steel are particularly carbon-intensive. Energy Control: Buildings with smart systems and better design can use up to 50% less energy than buildings designed without energy efficiency in mind. BlueHeart Energy Blue Heart Energy is currently developing the first heat pump for residential use based on a Thermo Acoustic (TA) heat engine, a toxic-free, flexible and highly efficient solution. Legacy: Carbon Accounting for Real Estate Legacy, based in Copenhagen, is dedicated to simplifying sustainability for real estate owners by streamlining their data organization and collection. http://www.linkedin.com/company/hyperionrobotics Modulize Modulize, based in Oslo, Norway, creates web-based software solutions to promote sustainable building in the construction industry. http://www.proptechdk.dk http://www.linkedin.com/company/proptech-denmark A:gain A:gain, Copenhague based, offers upcycled building materials, addressing the construction industry's significant waste and carbon footprint. Catering to building owners, asset...	08/30/2025	CD Original Article	Skander Garroum 	07/10/2025				NA	buildings, AI, HVAC, circular-economy
1.9.101	How Do Climate Offtakes Work?	Buildings	Buildings;Buildings	https://www.climatedrift.com/p/how-do-climate-offtakes-work	1.9	2	1;1.9	offsets, CDR, co2, carbon dioxide, cement, offtakes, green cement, low-carbon cement, offtake agreements, bankable, markets, original portland cement, OPC, Global Cement and Concrete Association, net-zero, Scope 3, microsoft, cap and trade, EU, ETS, book + claim, book and claim, cap + trade, voluntary carbon markets, VCM, Helsinki, california, Bill 596, Buy Clean Act	Today, we’re use the fascinating world of cement to see how offtake agreements can make or break a climate startup. Cement might not sound glamorous, but it’s responsible for a 8% of global CO₂ emissions, so if we want to cut carbon fast, cement is exactly where we need to look. But why aren’t we seeing more carbon-free cement offtake? Buckle up: from messy stakeholder ecosystems to razor-thin commodity pricing, we’ll explore the “ABC” (Architecture, Buyers, and Commoditization) of why offtake is so tough. Offtakes are an important step in wide adoption of green cement. Although there are many challenges that exist in gaining offtakes for low-carbon cement, there are many potential first-movers to offtake low-carbon cement. And I’m confident that we are on a path to meaningfully and dramatically reducing the commercial risk of low-carbon cement.	02/19/2025	CD Original Article	Tessa Peerless	07/10/2025	Should probably add a cement category in Industry and or carbon removal			NA	carbon-offsets, markets, co2, AI
1.9.102	An insider’s guide to low-carbon cement	Buildings	Buildings;Buildings	https://www.climatedrift.com/p/an-insiders-guide-to-low-carbon-cement	1.1.1.5.1	2	1;1.9	decarbonization, cement, GHG, emissions, co2, carbon dioxide, IPCC, Value Chain, sustainability, Global Cement and Concrete Association, GCCA, Helsinki, Microsoft, scope 3, International Energy Agency, IEA	The 7 things everyone should know about low-carbon cement. If you’ve ever thought of cement as “just that boring grey stuff holding up buildings,” you’re in for a surprise. Today, we’re diving into one of the most important climate challenges: decarbonizing cement. Cement isn’t just the backbone of modern infrastructure; it’s also responsible for a staggering 8-9% of global emissions. That’s four times the emissions of the aviation industry and on par with some of the biggest national emitters. Innovation in this space isn’t just about technology—it’s about rethinking a 200-year-old industry, overcoming regulatory and commercial hurdles, and scaling solutions fast enough to make a difference.	01/27/2025	CD Original Article	Tessa Peerless	07/10/2025	need to add a cement sub category			NA	co2, AI, buildings, GHG
